Level,Date,NoOfVacancies,SkillLevel,State,Title
2,01/06/2012,291.83,3,ACT,ACT skill level 3
2,01/06/2012,939.24,4,ACT,ACT skill level 4
2,01/06/2012,463.02,5,ACT,ACT skill level 5
0,01/06/2013,138696.41,0,AUST,AUSTRALIAN TOTAL
2,01/06/2013,49595.42,1,AUST,Australia skill level 1
2,01/06/2013,13324.37,2,AUST,Australia skill level 2
2,01/06/2013,16517.55,3,AUST,Australia skill level 3
2,01/06/2013,38451.66,4,AUST,Australia skill level 4
2,01/06/2013,20911.42,5,AUST,Australia skill level 5
1,01/06/2013,47834.96,0,NSW,NSW TOTAL
2,01/06/2013,19221.55,1,NSW,NSW skill level 1
2,01/06/2013,4262.79,2,NSW,NSW skill level 2
2,01/06/2013,4949.93,3,NSW,NSW skill level 3
2,01/06/2013,12833.61,4,NSW,NSW skill level 4
2,01/06/2013,6449.24,5,NSW,NSW skill level 5
1,01/06/2013,32800.46,0,VIC,VIC TOTAL
2,01/06/2013,11787.98,1,VIC,VIC skill level 1
2,01/06/2013,3168.52,2,VIC,VIC skill level 2
2,01/06/2013,3838.05,3,VIC,VIC skill level 3
2,01/06/2013,9268.35,4,VIC,VIC skill level 4
2,01/06/2013,4877.54,5,VIC,VIC skill level 5
1,01/06/2013,27738.81,0,QLD,QLD TOTAL
2,01/06/2013,8634.46,1,QLD,QLD skill level 1
2,01/06/2013,2624.39,2,QLD,QLD skill level 2
2,01/06/2013,3786.6,3,QLD,QLD skill level 3
2,01/06/2013,7938.08,4,QLD,QLD skill level 4
2,01/06/2013,4831.2,5,QLD,QLD skill level 5
1,01/06/2013,7044.2,0,SA,SA TOTAL
2,01/06/2013,1987.83,1,SA,SA skill level 1
2,01/06/2013,643.82,2,SA,SA skill level 2
2,01/06/2013,884.08,3,SA,SA skill level 3
2,01/06/2013,1956.42,4,SA,SA skill level 4
2,01/06/2013,1528.7,5,SA,SA skill level 5
1,01/06/2013,16755.56,0,WA,WA TOTAL
2,01/06/2013,5912.6,1,WA,WA skill level 1
2,01/06/2013,1935.48,2,WA,WA skill level 2
2,01/06/2013,2311.16,3,WA,WA skill level 3
2,01/06/2013,4650.49,4,WA,WA skill level 4
2,01/06/2013,2051.11,5,WA,WA skill level 5
1,01/06/2013,1576.79,0,TAS,TAS TOTAL
2,01/06/2013,403.18,1,TAS,TAS skill level 1
2,01/06/2013,152.52,2,TAS,TAS skill level 2
2,01/06/2013,158.6,3,TAS,TAS skill level 3
2,01/06/2013,415.24,4,TAS,TAS skill level 4
2,01/06/2013,388.9,5,TAS,TAS skill level 5
1,01/06/2013,2374.06,0,NT,NT TOTAL
2,01/06/2013,667.31,1,NT,NT skill level 1
2,01/06/2013,222.49,2,NT,NT skill level 2
2,01/06/2013,355.38,3,NT,NT skill level 3
2,01/06/2013,712.1,4,NT,NT skill level 4
2,01/06/2013,385.06,5,NT,NT skill level 5
1,01/06/2013,3239.12,0,ACT,ACT TOTAL
2,01/06/2013,1501.01,1,ACT,ACT skill level 1
2,01/06/2013,369.88,2,ACT,ACT skill level 2
2,01/06/2013,270.81,3,ACT,ACT skill level 3
2,01/06/2013,748.65,4,ACT,ACT skill level 4
2,01/06/2013,343.6,5,ACT,ACT skill level 5
0,01/06/2014,154312.42,0,AUST,AUSTRALIAN TOTAL
2,01/06/2014,55427.56,1,AUST,Australia skill level 1
2,01/06/2014,15352.89,2,AUST,Australia skill level 2
2,01/06/2014,18834.67,3,AUST,Australia skill level 3
2,01/06/2014,42765.42,4,AUST,Australia skill level 4
2,01/06/2014,21964.34,5,AUST,Australia skill level 5
1,01/06/2014,58020.49,0,NSW,NSW TOTAL
2,01/06/2014,24019.86,1,NSW,NSW skill level 1
2,01/06/2014,5329.41,2,NSW,NSW skill level 2
2,01/06/2014,6012.47,3,NSW,NSW skill level 3
2,01/06/2014,15184.42,4,NSW,NSW skill level 4
2,01/06/2014,7263.56,5,NSW,NSW skill level 5
1,01/06/2014,36666.69,0,VIC,VIC TOTAL
2,01/06/2014,12994.8,1,VIC,VIC skill level 1
2,01/06/2014,3644.55,2,VIC,VIC skill level 2
2,01/06/2014,4193.13,3,VIC,VIC skill level 3
2,01/06/2014,10581.67,4,VIC,VIC skill level 4
2,01/06/2014,5336.01,5,VIC,VIC skill level 5
1,01/06/2014,28442.24,0,QLD,QLD TOTAL
2,01/06/2014,9040.99,1,QLD,QLD skill level 1
2,01/06/2014,2917.73,2,QLD,QLD skill level 2
2,01/06/2014,3924.58,3,QLD,QLD skill level 3
2,01/06/2014,8094.22,4,QLD,QLD skill level 4
2,01/06/2014,4640.49,5,QLD,QLD skill level 5
1,01/06/2014,7077.09,0,SA,SA TOTAL
2,01/06/2014,1819.71,1,SA,SA skill level 1
2,01/06/2014,712.21,2,SA,SA skill level 2
2,01/06/2014,951.19,3,SA,SA skill level 3
2,01/06/2014,2097.52,4,SA,SA skill level 4
2,01/06/2014,1472.19,5,SA,SA skill level 5
1,01/06/2014,17352.35,0,WA,WA TOTAL
2,01/06/2014,5251.71,1,WA,WA skill level 1
2,01/06/2014,1938.2,2,WA,WA skill level 2
2,01/06/2014,3011.18,3,WA,WA skill level 3
2,01/06/2014,5017.25,4,WA,WA skill level 4
2,01/06/2014,2289.92,5,WA,WA skill level 5
1,01/06/2014,1526.85,0,TAS,TAS TOTAL
2,01/06/2014,352.75,1,TAS,TAS skill level 1
2,01/06/2014,166.58,2,TAS,TAS skill level 2
2,01/06/2014,191.22,3,TAS,TAS skill level 3
2,01/06/2014,430.05,4,TAS,TAS skill level 4
2,01/06/2014,336.85,5,TAS,TAS skill level 5
1,01/06/2014,2428.98,0,NT,NT TOTAL
2,01/06/2014,700.91,1,NT,NT skill level 1
2,01/06/2014,264.72,2,NT,NT skill level 2
2,01/06/2014,392.6,3,NT,NT skill level 3
2,01/06/2014,703.55,4,NT,NT skill level 4
2,01/06/2014,351.38,5,NT,NT skill level 5
1,01/06/2014,3385.87,0,ACT,ACT TOTAL
2,01/06/2014,1689.64,1,ACT,ACT skill level 1
2,01/06/2014,414.77,2,ACT,ACT skill level 2
2,01/06/2014,217.15,3,ACT,ACT skill level 3
2,01/06/2014,750.11,4,ACT,ACT skill level 4
2,01/06/2014,310.38,5,ACT,ACT skill level 5
0,01/06/2015,151984.79,0,AUST,AUSTRALIAN TOTAL
2,01/06/2015,57109.49,1,AUST,Australia skill level 1
2,01/06/2015,16097.5,2,AUST,Australia skill level 2
2,01/06/2015,17736.41,3,AUST,Australia skill level 3
2,01/06/2015,41806.93,4,AUST,Australia skill level 4
2,01/06/2015,19072.67,5,AUST,Australia skill level 5
1,01/06/2015,57529.22,0,NSW,NSW TOTAL
2,01/06/2015,23519.24,1,NSW,NSW skill level 1
2,01/06/2015,5867.83,2,NSW,NSW skill level 2
2,01/06/2015,6172.59,3,NSW,NSW skill level 3
2,01/06/2015,15284.88,4,NSW,NSW skill level 4
2,01/06/2015,6463.46,5,NSW,NSW skill level 5
1,01/06/2015,38423.35,0,VIC,VIC TOTAL
2,01/06/2015,14835.71,1,VIC,VIC skill level 1
2,01/06/2015,3882.91,2,VIC,VIC skill level 2
2,01/06/2015,4135.48,3,VIC,VIC skill level 3
2,01/06/2015,10547.28,4,VIC,VIC skill level 4
2,01/06/2015,4999.72,5,VIC,VIC skill level 5
1,01/06/2015,27343.18,0,QLD,QLD TOTAL
2,01/06/2015,9326.12,1,QLD,QLD skill level 1
2,01/06/2015,3093.89,2,QLD,QLD skill level 2
2,01/06/2015,3435.33,3,QLD,QLD skill level 3
2,01/06/2015,7951.59,4,QLD,QLD skill level 4
2,01/06/2015,3751.62,5,QLD,QLD skill level 5
1,01/06/2015,6150.02,0,SA,SA TOTAL
2,01/06/2015,1833.31,1,SA,SA skill level 1
2,01/06/2015,661.18,2,SA,SA skill level 2
2,01/06/2015,771.16,3,SA,SA skill level 3
2,01/06/2015,1728.49,4,SA,SA skill level 4
2,01/06/2015,1093.27,5,SA,SA skill level 5
1,01/06/2015,15199.07,0,WA,WA TOTAL
2,01/06/2015,4789.93,1,WA,WA skill level 1
2,01/06/2015,1741.42,2,WA,WA skill level 2
2,01/06/2015,2447.25,3,WA,WA skill level 3
2,01/06/2015,4398.88,4,WA,WA skill level 4
2,01/06/2015,1879.49,5,WA,WA skill level 5
1,01/06/2015,1432.32,0,TAS,TAS TOTAL
2,01/06/2015,385.59,1,TAS,TAS skill level 1
2,01/06/2015,135.26,2,TAS,TAS skill level 2
2,01/06/2015,165.85,3,TAS,TAS skill level 3
2,01/06/2015,426.69,4,TAS,TAS skill level 4
2,01/06/2015,275.63,5,TAS,TAS skill level 5
1,01/06/2015,2056.66,0,NT,NT TOTAL
2,01/06/2015,612.71,1,NT,NT skill level 1
2,01/06/2015,274.61,2,NT,NT skill level 2
2,01/06/2015,322.87,3,NT,NT skill level 3
2,01/06/2015,563.51,4,NT,NT skill level 4
2,01/06/2015,289.81,5,NT,NT skill level 5
1,01/06/2015,4272.52,0,ACT,ACT TOTAL
2,01/06/2015,2139.68,1,ACT,ACT skill level 1
2,01/06/2015,463.97,2,ACT,ACT skill level 2
2,01/06/2015,338.21,3,ACT,ACT skill level 3
2,01/06/2015,954.02,4,ACT,ACT skill level 4
2,01/06/2015,367.3,5,ACT,ACT skill level 5
0,01/06/2016,168490.46,0,AUST,AUSTRALIAN TOTAL
2,01/06/2016,61927.33,1,AUST,Australia skill level 1
2,01/06/2016,17396.4,2,AUST,Australia skill level 2
2,01/06/2016,20151.56,3,AUST,Australia skill level 3
2,01/06/2016,46272.98,4,AUST,Australia skill level 4
2,01/06/2016,22473.5,5,AUST,Australia skill level 5
1,01/06/2016,66242.03,0,NSW,NSW TOTAL
2,01/06/2016,26064.69,1,NSW,NSW skill level 1
2,01/06/2016,6644.06,2,NSW,NSW skill level 2
2,01/06/2016,7363.35,3,NSW,NSW skill level 3
2,01/06/2016,17943.95,4,NSW,NSW skill level 4
2,01/06/2016,8038.27,5,NSW,NSW skill level 5
1,01/06/2016,42958.94,0,VIC,VIC TOTAL
2,01/06/2016,15919.83,1,VIC,VIC skill level 1
2,01/06/2016,4544.24,2,VIC,VIC skill level 2
2,01/06/2016,5023.85,3,VIC,VIC skill level 3
2,01/06/2016,11826.99,4,VIC,VIC skill level 4
2,01/06/2016,5542.19,5,VIC,VIC skill level 5
1,01/06/2016,29928.49,0,QLD,QLD TOTAL
2,01/06/2016,9903.61,1,QLD,QLD skill level 1
2,01/06/2016,3105.43,2,QLD,QLD skill level 2
2,01/06/2016,3876.74,3,QLD,QLD skill level 3
2,01/06/2016,8526.12,4,QLD,QLD skill level 4
2,01/06/2016,4763.48,5,QLD,QLD skill level 5
1,01/06/2016,7495.52,0,SA,SA TOTAL
2,01/06/2016,2135.9,1,SA,SA skill level 1
2,01/06/2016,740.9,2,SA,SA skill level 2
2,01/06/2016,915.97,3,SA,SA skill level 3
2,01/06/2016,2269.84,4,SA,SA skill level 4
2,01/06/2016,1365.56,5,SA,SA skill level 5
1,01/06/2016,13105.72,0,WA,WA TOTAL
2,01/06/2016,4418.44,1,WA,WA skill level 1
2,01/06/2016,1412.29,2,WA,WA skill level 2
2,01/06/2016,2030.31,3,WA,WA skill level 3
2,01/06/2016,3591.79,4,WA,WA skill level 4
2,01/06/2016,1694.26,5,WA,WA skill level 5
1,01/06/2016,1689.63,0,TAS,TAS TOTAL
2,01/06/2016,476.74,1,TAS,TAS skill level 1
2,01/06/2016,165.29,2,TAS,TAS skill level 2
2,01/06/2016,166.84,3,TAS,TAS skill level 3
2,01/06/2016,472.12,4,TAS,TAS skill level 4
2,01/06/2016,364.66,5,TAS,TAS skill level 5
1,01/06/2016,2087.67,0,NT,NT TOTAL
2,01/06/2016,698.43,1,NT,NT skill level 1
2,01/06/2016,228.4,2,NT,NT skill level 2
2,01/06/2016,314.87,3,NT,NT skill level 3
2,01/06/2016,589.06,4,NT,NT skill level 4
2,01/06/2016,270.89,5,NT,NT skill level 5
1,01/06/2016,5262.42,0,ACT,ACT TOTAL
2,01/06/2016,2606.73,1,ACT,ACT skill level 1
2,01/06/2016,560.58,2,ACT,ACT skill level 2
2,01/06/2016,485.54,3,ACT,ACT skill level 3
2,01/06/2016,1122.76,4,ACT,ACT skill level 4
2,01/06/2016,479.46,5,ACT,ACT skill level 5
0,01/03/2006,220107.03,0,AUST,AUSTRALIAN TOTAL
2,01/03/2006,67647.9,1,AUST,Australia skill level 1
2,01/03/2006,16148.52,2,AUST,Australia skill level 2
2,01/03/2006,25187.98,3,AUST,Australia skill level 3
2,01/03/2006,63577.05,4,AUST,Australia skill level 4
2,01/03/2006,46963.71,5,AUST,Australia skill level 5
1,01/03/2006,75247.9,0,NSW,NSW TOTAL
2,01/03/2006,27522.17,1,NSW,NSW skill level 1
2,01/03/2006,5445.06,2,NSW,NSW skill level 2
2,01/03/2006,7633.21,3,NSW,NSW skill level 3
2,01/03/2006,21624.67,4,NSW,NSW skill level 4
2,01/03/2006,12972.65,5,NSW,NSW skill level 5
1,01/03/2006,51507.59,0,VIC,VIC TOTAL
2,01/03/2006,15444.75,1,VIC,VIC skill level 1
2,01/03/2006,3521.8,2,VIC,VIC skill level 2
2,01/03/2006,5917.37,3,VIC,VIC skill level 3
2,01/03/2006,15156.38,4,VIC,VIC skill level 4
2,01/03/2006,11846.76,5,VIC,VIC skill level 5
1,01/03/2006,49237.93,0,QLD,QLD TOTAL
2,01/03/2006,13110.85,1,QLD,QLD skill level 1
2,01/03/2006,3932.06,2,QLD,QLD skill level 2
2,01/03/2006,6567.59,3,QLD,QLD skill level 3
2,01/03/2006,14101.22,4,QLD,QLD skill level 4
2,01/03/2006,11662.21,5,QLD,QLD skill level 5
1,01/03/2006,13664.99,0,SA,SA TOTAL
2,01/03/2006,2922.74,1,SA,SA skill level 1
2,01/03/2006,958.93,2,SA,SA skill level 2
2,01/03/2006,1819.13,3,SA,SA skill level 3
2,01/03/2006,4066,4,SA,SA skill level 4
2,01/03/2006,3894.34,5,SA,SA skill level 5
1,01/03/2006,19651.3,0,WA,WA TOTAL
2,01/03/2006,5478.8,1,WA,WA skill level 1
2,01/03/2006,1499.54,2,WA,WA skill level 2
2,01/03/2006,2229.6,3,WA,WA skill level 3
2,01/03/2006,5888.26,4,WA,WA skill level 4
2,01/03/2006,4517.15,5,WA,WA skill level 5
1,01/03/2006,3267.2,0,TAS,TAS TOTAL
2,01/03/2006,564.93,1,TAS,TAS skill level 1
2,01/03/2006,181.49,2,TAS,TAS skill level 2
2,01/03/2006,352.02,3,TAS,TAS skill level 3
2,01/03/2006,973.46,4,TAS,TAS skill level 4
2,01/03/2006,1218.79,5,TAS,TAS skill level 5
1,01/03/2006,2497.21,0,NT,NT TOTAL
2,01/03/2006,479.75,1,NT,NT skill level 1
2,01/03/2006,205.71,2,NT,NT skill level 2
2,01/03/2006,429.62,3,NT,NT skill level 3
2,01/03/2006,711.08,4,NT,NT skill level 4
2,01/03/2006,673.27,5,NT,NT skill level 5
1,01/03/2006,3477.16,0,ACT,ACT TOTAL
2,01/03/2006,1718.52,1,ACT,ACT skill level 1
2,01/03/2006,324.43,2,ACT,ACT skill level 2
2,01/03/2006,236.71,3,ACT,ACT skill level 3
2,01/03/2006,723.89,4,ACT,ACT skill level 4
2,01/03/2006,455.67,5,ACT,ACT skill level 5
0,01/03/2007,267290.96,0,AUST,AUSTRALIAN TOTAL
2,01/03/2007,88831.36,1,AUST,Australia skill level 1
2,01/03/2007,21291.17,2,AUST,Australia skill level 2
2,01/03/2007,29087.14,3,AUST,Australia skill level 3
2,01/03/2007,75909.43,4,AUST,Australia skill level 4
2,01/03/2007,51652.1,5,AUST,Australia skill level 5
1,01/03/2007,88804.41,0,NSW,NSW TOTAL
2,01/03/2007,34694.66,1,NSW,NSW skill level 1
2,01/03/2007,6600.63,2,NSW,NSW skill level 2
2,01/03/2007,8552.01,3,NSW,NSW skill level 3
2,01/03/2007,24700.14,4,NSW,NSW skill level 4
2,01/03/2007,14195.81,5,NSW,NSW skill level 5
1,01/03/2007,61779.89,0,VIC,VIC TOTAL
2,01/03/2007,20713.29,1,VIC,VIC skill level 1
2,01/03/2007,4783.33,2,VIC,VIC skill level 2
2,01/03/2007,6761.27,3,VIC,VIC skill level 3
2,01/03/2007,17481.35,4,VIC,VIC skill level 4
2,01/03/2007,12410.93,5,VIC,VIC skill level 5
1,01/03/2007,63755.48,0,QLD,QLD TOTAL
2,01/03/2007,17945.79,1,QLD,QLD skill level 1
2,01/03/2007,5553.48,2,QLD,QLD skill level 2
2,01/03/2007,8077.1,3,QLD,QLD skill level 3
2,01/03/2007,18124.82,4,QLD,QLD skill level 4
2,01/03/2007,14267.61,5,QLD,QLD skill level 5
1,01/03/2007,15040.55,0,SA,SA TOTAL
2,01/03/2007,3449.08,1,SA,SA skill level 1
2,01/03/2007,1105.83,2,SA,SA skill level 2
2,01/03/2007,1909,3,SA,SA skill level 3
2,01/03/2007,4608.18,4,SA,SA skill level 4
2,01/03/2007,3994.27,5,SA,SA skill level 5
1,01/03/2007,25128.31,0,WA,WA TOTAL
2,01/03/2007,8135.61,1,WA,WA skill level 1
2,01/03/2007,2183.16,2,WA,WA skill level 2
2,01/03/2007,2595.72,3,WA,WA skill level 3
2,01/03/2007,7720.66,4,WA,WA skill level 4
2,01/03/2007,4518.51,5,WA,WA skill level 5
1,01/03/2007,3211.23,0,TAS,TAS TOTAL
2,01/03/2007,561.21,1,TAS,TAS skill level 1
2,01/03/2007,199.38,2,TAS,TAS skill level 2
2,01/03/2007,399.21,3,TAS,TAS skill level 3
2,01/03/2007,951.78,4,TAS,TAS skill level 4
2,01/03/2007,1124.69,5,TAS,TAS skill level 5
1,01/03/2007,3276.07,0,NT,NT TOTAL
2,01/03/2007,699.45,1,NT,NT skill level 1
2,01/03/2007,287.16,2,NT,NT skill level 2
2,01/03/2007,489.89,3,NT,NT skill level 3
2,01/03/2007,969.86,4,NT,NT skill level 4
2,01/03/2007,825.36,5,NT,NT skill level 5
1,01/03/2007,4380.08,0,ACT,ACT TOTAL
2,01/03/2007,2063.78,1,ACT,ACT skill level 1
2,01/03/2007,506.64,2,ACT,ACT skill level 2
2,01/03/2007,308.25,3,ACT,ACT skill level 3
2,01/03/2007,906.69,4,ACT,ACT skill level 4
2,01/03/2007,579.77,5,ACT,ACT skill level 5
0,01/03/2008,299445.6,0,AUST,AUSTRALIAN TOTAL
2,01/03/2008,104756.72,1,AUST,Australia skill level 1
2,01/03/2008,26497.8,2,AUST,Australia skill level 2
2,01/03/2008,31762.75,3,AUST,Australia skill level 3
2,01/03/2008,83525.95,4,AUST,Australia skill level 4
2,01/03/2008,52565.62,5,AUST,Australia skill level 5
1,01/03/2008,100360.25,0,NSW,NSW TOTAL
2,01/03/2008,40917.27,1,NSW,NSW skill level 1
2,01/03/2008,8234.72,2,NSW,NSW skill level 2
2,01/03/2008,9273.54,3,NSW,NSW skill level 3
2,01/03/2008,27265.28,4,NSW,NSW skill level 4
2,01/03/2008,14584.63,5,NSW,NSW skill level 5
1,01/03/2008,65804.41,0,VIC,VIC TOTAL
2,01/03/2008,22240.52,1,VIC,VIC skill level 1
2,01/03/2008,5496.73,2,VIC,VIC skill level 2
2,01/03/2008,6976.76,3,VIC,VIC skill level 3
2,01/03/2008,18782.06,4,VIC,VIC skill level 4
2,01/03/2008,12627.36,5,VIC,VIC skill level 5
1,01/03/2008,71543.04,0,QLD,QLD TOTAL
2,01/03/2008,21490.42,1,QLD,QLD skill level 1
2,01/03/2008,7355.48,2,QLD,QLD skill level 2
2,01/03/2008,8924.17,3,QLD,QLD skill level 3
2,01/03/2008,20049.02,4,QLD,QLD skill level 4
2,01/03/2008,14082.35,5,QLD,QLD skill level 5
1,01/03/2008,16907.94,0,SA,SA TOTAL
2,01/03/2008,4562.92,1,SA,SA skill level 1
2,01/03/2008,1386.43,2,SA,SA skill level 2
2,01/03/2008,2128.98,3,SA,SA skill level 3
2,01/03/2008,4939.41,4,SA,SA skill level 4
2,01/03/2008,3934.66,5,SA,SA skill level 5
1,01/03/2008,30915.83,0,WA,WA TOTAL
2,01/03/2008,11023.58,1,WA,WA skill level 1
2,01/03/2008,2938.57,2,WA,WA skill level 2
2,01/03/2008,3224.32,3,WA,WA skill level 3
2,01/03/2008,8770.9,4,WA,WA skill level 4
2,01/03/2008,5044.95,5,WA,WA skill level 5
1,01/03/2008,3362.67,0,TAS,TAS TOTAL
2,01/03/2008,785.32,1,TAS,TAS skill level 1
2,01/03/2008,236.53,2,TAS,TAS skill level 2
2,01/03/2008,366.05,3,TAS,TAS skill level 3
2,01/03/2008,962.5,4,TAS,TAS skill level 4
2,01/03/2008,1048.26,5,TAS,TAS skill level 5
1,01/03/2008,3726.18,0,NT,NT TOTAL
2,01/03/2008,826.16,1,NT,NT skill level 1
2,01/03/2008,310.19,2,NT,NT skill level 2
2,01/03/2008,538.28,3,NT,NT skill level 3
2,01/03/2008,1168.39,4,NT,NT skill level 4
2,01/03/2008,867.17,5,NT,NT skill level 5
1,01/03/2008,4686.43,0,ACT,ACT TOTAL
2,01/03/2008,2249.6,1,ACT,ACT skill level 1
2,01/03/2008,491.22,2,ACT,ACT skill level 2
2,01/03/2008,299.8,3,ACT,ACT skill level 3
2,01/03/2008,1038.78,4,ACT,ACT skill level 4
2,01/03/2008,595.59,5,ACT,ACT skill level 5
0,01/03/2009,162123.53,0,AUST,AUSTRALIAN TOTAL
2,01/03/2009,58471.81,1,AUST,Australia skill level 1
2,01/03/2009,14052.54,2,AUST,Australia skill level 2
2,01/03/2009,17314.26,3,AUST,Australia skill level 3
2,01/03/2009,41344.4,4,AUST,Australia skill level 4
2,01/03/2009,30497.05,5,AUST,Australia skill level 5
1,01/03/2009,51010.45,0,NSW,NSW TOTAL
2,01/03/2009,20242.28,1,NSW,NSW skill level 1
2,01/03/2009,4080.43,2,NSW,NSW skill level 2
2,01/03/2009,5051.18,3,NSW,NSW skill level 3
2,01/03/2009,12909.68,4,NSW,NSW skill level 4
2,01/03/2009,8601.2,5,NSW,NSW skill level 5
1,01/03/2009,37455.03,0,VIC,VIC TOTAL
2,01/03/2009,13442.47,1,VIC,VIC skill level 1
2,01/03/2009,3200.8,2,VIC,VIC skill level 2
2,01/03/2009,4020.46,3,VIC,VIC skill level 3
2,01/03/2009,9452.77,4,VIC,VIC skill level 4
2,01/03/2009,7363.11,5,VIC,VIC skill level 5
1,01/03/2009,36222.73,0,QLD,QLD TOTAL
2,01/03/2009,11916.1,1,QLD,QLD skill level 1
2,01/03/2009,3330.29,2,QLD,QLD skill level 2
2,01/03/2009,4225.65,3,QLD,QLD skill level 3
2,01/03/2009,9357.9,4,QLD,QLD skill level 4
2,01/03/2009,7480.44,5,QLD,QLD skill level 5
1,01/03/2009,10373.84,0,SA,SA TOTAL
2,01/03/2009,2718.16,1,SA,SA skill level 1
2,01/03/2009,835.62,2,SA,SA skill level 2
2,01/03/2009,1245.55,3,SA,SA skill level 3
2,01/03/2009,2906.64,4,SA,SA skill level 4
2,01/03/2009,2677.36,5,SA,SA skill level 5
1,01/03/2009,16250.66,0,WA,WA TOTAL
2,01/03/2009,6097.15,1,WA,WA skill level 1
2,01/03/2009,1525.64,2,WA,WA skill level 2
2,01/03/2009,1812.81,3,WA,WA skill level 3
2,01/03/2009,4060.25,4,WA,WA skill level 4
2,01/03/2009,2769.84,5,WA,WA skill level 5
1,01/03/2009,2055.45,0,TAS,TAS TOTAL
2,01/03/2009,504.41,1,TAS,TAS skill level 1
2,01/03/2009,149.16,2,TAS,TAS skill level 2
2,01/03/2009,201.91,3,TAS,TAS skill level 3
2,01/03/2009,550.28,4,TAS,TAS skill level 4
2,01/03/2009,668.31,5,TAS,TAS skill level 5
1,01/03/2009,3210.37,0,NT,NT TOTAL
2,01/03/2009,932.48,1,NT,NT skill level 1
2,01/03/2009,439.56,2,NT,NT skill level 2
2,01/03/2009,407.92,3,NT,NT skill level 3
2,01/03/2009,894.07,4,NT,NT skill level 4
2,01/03/2009,551.21,5,NT,NT skill level 5
1,01/03/2009,4255.48,0,ACT,ACT TOTAL
2,01/03/2009,2203.31,1,ACT,ACT skill level 1
2,01/03/2009,449.26,2,ACT,ACT skill level 2
2,01/03/2009,290.52,3,ACT,ACT skill level 3
2,01/03/2009,866.94,4,ACT,ACT skill level 4
2,01/03/2009,444.9,5,ACT,ACT skill level 5
0,01/03/2010,177244.75,0,AUST,AUSTRALIAN TOTAL
2,01/03/2010,63776.86,1,AUST,Australia skill level 1
2,01/03/2010,16805.43,2,AUST,Australia skill level 2
2,01/03/2010,21637.9,3,AUST,Australia skill level 3
2,01/03/2010,47076.36,4,AUST,Australia skill level 4
2,01/03/2010,27598.13,5,AUST,Australia skill level 5
1,01/03/2010,58206.91,0,NSW,NSW TOTAL
2,01/03/2010,23621.56,1,NSW,NSW skill level 1
2,01/03/2010,5167.89,2,NSW,NSW skill level 2
2,01/03/2010,6613.36,3,NSW,NSW skill level 3
2,01/03/2010,14750.8,4,NSW,NSW skill level 4
2,01/03/2010,7971.71,5,NSW,NSW skill level 5
1,01/03/2010,42666.29,0,VIC,VIC TOTAL
2,01/03/2010,15081.11,1,VIC,VIC skill level 1
2,01/03/2010,4017.49,2,VIC,VIC skill level 2
2,01/03/2010,5123.84,3,VIC,VIC skill level 3
2,01/03/2010,11621.68,4,VIC,VIC skill level 4
2,01/03/2010,6812.38,5,VIC,VIC skill level 5
1,01/03/2010,34461.62,0,QLD,QLD TOTAL
2,01/03/2010,11468.69,1,QLD,QLD skill level 1
2,01/03/2010,3569.69,2,QLD,QLD skill level 2
2,01/03/2010,4529.92,3,QLD,QLD skill level 3
2,01/03/2010,9115.64,4,QLD,QLD skill level 4
2,01/03/2010,5871.17,5,QLD,QLD skill level 5
1,01/03/2010,10661.22,0,SA,SA TOTAL
2,01/03/2010,2706.49,1,SA,SA skill level 1
2,01/03/2010,972.95,2,SA,SA skill level 2
2,01/03/2010,1531.45,3,SA,SA skill level 3
2,01/03/2010,3154.05,4,SA,SA skill level 4
2,01/03/2010,2338.35,5,SA,SA skill level 5
1,01/03/2010,20438.34,0,WA,WA TOTAL
2,01/03/2010,7031.91,1,WA,WA skill level 1
2,01/03/2010,2026.96,2,WA,WA skill level 2
2,01/03/2010,2615.56,3,WA,WA skill level 3
2,01/03/2010,5640.8,4,WA,WA skill level 4
2,01/03/2010,3175.91,5,WA,WA skill level 5
1,01/03/2010,2006.9,0,TAS,TAS TOTAL
2,01/03/2010,521.78,1,TAS,TAS skill level 1
2,01/03/2010,193.15,2,TAS,TAS skill level 2
2,01/03/2010,272.25,3,TAS,TAS skill level 3
2,01/03/2010,607,4,TAS,TAS skill level 4
2,01/03/2010,437.65,5,TAS,TAS skill level 5
1,01/03/2010,3251.55,0,NT,NT TOTAL
2,01/03/2010,913.3,1,NT,NT skill level 1
2,01/03/2010,360.81,2,NT,NT skill level 2
2,01/03/2010,467.49,3,NT,NT skill level 3
2,01/03/2010,974.75,4,NT,NT skill level 4
2,01/03/2010,559.64,5,NT,NT skill level 5
1,01/03/2010,4254.96,0,ACT,ACT TOTAL
2,01/03/2010,2113.56,1,ACT,ACT skill level 1
2,01/03/2010,476.48,2,ACT,ACT skill level 2
2,01/03/2010,347.23,3,ACT,ACT skill level 3
2,01/03/2010,829.91,4,ACT,ACT skill level 4
2,01/03/2010,486.16,5,ACT,ACT skill level 5
0,01/03/2011,215494.47,0,AUST,AUSTRALIAN TOTAL
2,01/03/2011,80326.65,1,AUST,Australia skill level 1
2,01/03/2011,19641.07,2,AUST,Australia skill level 2
2,01/03/2011,25152.76,3,AUST,Australia skill level 3
2,01/03/2011,57981.52,4,AUST,Australia skill level 4
2,01/03/2011,31567.75,5,AUST,Australia skill level 5
